epoch,accuracy,loss,val_accuracy,val_loss
1,0.20071250200271606,1.6181950569152832,0.20115000009536743,1.610917329788208
2,0.20566250383853912,1.6112957000732422,0.2008499950170517,1.610565185546875
3,0.2097875028848648,1.6096223592758179,0.20125000178813934,1.6103620529174805
4,0.20862500369548798,1.6091707944869995,0.2029999941587448,1.6107017993927002
5,0.21119999885559082,1.6087207794189453,0.20205000042915344,1.6103891134262085
6,0.2133750021457672,1.608349323272705,0.20430000126361847,1.6103496551513672
7,0.2138500064611435,1.6080785989761353,0.2029000073671341,1.610336184501648
8,0.21699999272823334,1.6073890924453735,0.2050500065088272,1.6106219291687012
9,0.2169249951839447,1.6073918342590332,0.2040500044822693,1.6109191179275513
10,0.2176624983549118,1.606811285018921,0.20190000534057617,1.6112347841262817
11,0.21838749945163727,1.606930136680603,0.20274999737739563,1.611175537109375
12,0.22030000388622284,1.6066840887069702,0.20354999601840973,1.611352562904358
